,game_num,pick_door,car_door,win
1330,1330,3,1,1
1331,1331,2,2,0
1332,1332,2,1,1
1333,1333,3,3,0
1334,1334,1,3,1
1335,1335,1,2,1
1336,1336,3,2,1
1337,1337,3,3,0
1338,1338,2,1,1
1339,1339,2,3,1
1340,1340,1,3,1
1341,1341,1,3,1
1342,1342,2,1,1
1343,1343,3,2,1
1344,1344,2,3,1
1345,1345,3,2,1
1346,1346,1,2,1
1347,1347,1,2,1
1348,1348,3,1,1
1349,1349,1,1,0
1350,1350,3,1,1
1351,1351,1,1,0
1352,1352,3,1,1
1353,1353,2,3,1
1354,1354,3,2,1
1355,1355,3,2,1
1356,1356,3,3,0
1357,1357,2,3,1
1358,1358,3,3,0
1359,1359,1,3,1
1360,1360,3,3,0
1361,1361,3,1,1
1362,1362,1,3,1
1363,1363,1,3,1
1364,1364,1,1,0
1365,1365,1,2,1
1366,1366,2,1,1
1367,1367,1,2,1
1368,1368,2,3,1
1369,1369,2,2,0
1370,1370,1,1,0
1371,1371,2,3,1
1372,1372,2,2,0
1373,1373,1,2,1
1374,1374,1,2,1
1375,1375,3,2,1
1376,1376,2,2,0
1377,1377,3,2,1
1378,1378,3,3,0
1379,1379,2,1,1
1380,1380,3,1,1
1381,1381,1,3,1
1382,1382,2,2,0
1383,1383,2,1,1
1384,1384,1,2,1
1385,1385,3,1,1
1386,1386,3,3,0
1387,1387,2,3,1
1388,1388,2,2,0
1389,1389,2,2,0
1390,1390,2,3,1
1391,1391,3,3,0
1392,1392,2,1,1
1393,1393,3,2,1
1394,1394,2,1,1
1395,1395,3,1,1
1396,1396,3,1,1
1397,1397,1,1,0
1398,1398,1,1,0
1399,1399,3,1,1
1400,1400,3,3,0
1401,1401,3,3,0
1402,1402,1,2,1
1403,1403,3,1,1
1404,1404,1,3,1
1405,1405,2,3,1
1406,1406,3,1,1
1407,1407,3,2,1
1408,1408,3,3,0
1409,1409,2,2,0
1410,1410,2,3,1
1411,1411,2,1,1
1412,1412,3,3,0
1413,1413,1,1,0
1414,1414,2,1,1
1415,1415,2,2,0
1416,1416,3,3,0
1417,1417,2,2,0
1418,1418,3,1,1
1419,1419,1,1,0
1420,1420,3,1,1
1421,1421,2,2,0
1422,1422,3,3,0
1423,1423,2,3,1
1424,1424,1,3,1
1425,1425,2,2,0
1426,1426,1,3,1
1427,1427,3,2,1
1428,1428,3,1,1
1429,1429,1,3,1
1430,1430,2,2,0
1431,1431,1,1,0
1432,1432,3,2,1
1433,1433,1,3,1
1434,1434,3,2,1
1435,1435,1,3,1
1436,1436,2,3,1
1437,1437,1,3,1
1438,1438,3,2,1
1439,1439,1,2,1
1440,1440,3,2,1
1441,1441,2,1,1
1442,1442,1,2,1
1443,1443,3,3,0
1444,1444,2,2,0
1445,1445,3,1,1
1446,1446,3,3,0
1447,1447,1,1,0
1448,1448,2,2,0
1449,1449,1,3,1
1450,1450,3,3,0
1451,1451,3,3,0
1452,1452,3,2,1
1453,1453,2,2,0
1454,1454,3,2,1
1455,1455,1,1,0
1456,1456,2,1,1
1457,1457,3,2,1
1458,1458,2,2,0
1459,1459,2,2,0
1460,1460,3,1,1
1461,1461,3,3,0
1462,1462,3,1,1
1463,1463,3,2,1
1464,1464,3,1,1
1465,1465,1,1,0
1466,1466,2,3,1
1467,1467,3,2,1
1468,1468,2,3,1
1469,1469,2,1,1
1470,1470,3,1,1
1471,1471,3,2,1
1472,1472,1,2,1
1473,1473,2,3,1
1474,1474,2,1,1
1475,1475,3,3,0
1476,1476,3,2,1
1477,1477,3,1,1
1478,1478,1,1,0
1479,1479,3,3,0
1480,1480,1,2,1
1481,1481,2,3,1
1482,1482,2,1,1
1483,1483,2,2,0
1484,1484,1,2,1
1485,1485,3,2,1
1486,1486,2,3,1
1487,1487,1,2,1
1488,1488,1,1,0
1489,1489,3,3,0
1490,1490,3,3,0
1491,1491,2,3,1
1492,1492,1,1,0
1493,1493,3,1,1
1494,1494,1,3,1
1495,1495,2,1,1
1496,1496,2,1,1
1497,1497,3,3,0
1498,1498,2,1,1
1499,1499,3,3,0
1500,1500,3,3,0
1501,1501,1,2,1
1502,1502,3,2,1
1503,1503,3,1,1
1504,1504,3,2,1
1505,1505,1,2,1
1506,1506,1,3,1
1507,1507,3,1,1
1508,1508,2,3,1
1509,1509,2,3,1
1510,1510,2,3,1
1511,1511,1,3,1
1512,1512,3,2,1
1513,1513,2,3,1
1514,1514,3,2,1
1515,1515,1,2,1
1516,1516,2,3,1
1517,1517,3,3,0
1518,1518,3,2,1
1519,1519,2,2,0
1520,1520,2,2,0
1521,1521,1,2,1
1522,1522,2,1,1
1523,1523,2,1,1
1524,1524,2,2,0
1525,1525,3,3,0
1526,1526,2,1,1
1527,1527,2,3,1
1528,1528,1,2,1
1529,1529,3,3,0
1530,1530,1,2,1
1531,1531,1,1,0
1532,1532,3,3,0
1533,1533,2,1,1
1534,1534,3,1,1
1535,1535,1,3,1
1536,1536,2,2,0
1537,1537,2,3,1
1538,1538,3,3,0
1539,1539,3,3,0
1540,1540,3,2,1
1541,1541,2,3,1
1542,1542,1,1,0
1543,1543,2,1,1
1544,1544,3,1,1
1545,1545,1,1,0
1546,1546,1,3,1
1547,1547,3,3,0
1548,1548,2,3,1
1549,1549,3,3,0
1550,1550,1,2,1
1551,1551,2,3,1
1552,1552,2,3,1
1553,1553,1,3,1
1554,1554,3,2,1
1555,1555,2,3,1
1556,1556,3,3,0
1557,1557,3,1,1
1558,1558,3,1,1
1559,1559,1,1,0
1560,1560,2,2,0
1561,1561,2,1,1
1562,1562,2,1,1
1563,1563,3,1,1
1564,1564,3,1,1
1565,1565,3,3,0
1566,1566,3,1,1
1567,1567,2,1,1
1568,1568,3,3,0
1569,1569,2,1,1
1570,1570,3,2,1
1571,1571,1,3,1
1572,1572,3,3,0
1573,1573,2,1,1
1574,1574,3,3,0
1575,1575,2,2,0
1576,1576,2,1,1
1577,1577,1,1,0
1578,1578,2,2,0
1579,1579,2,2,0
1580,1580,1,2,1
1581,1581,2,3,1
1582,1582,2,1,1
1583,1583,3,2,1
1584,1584,1,3,1
1585,1585,3,2,1
1586,1586,2,1,1
1587,1587,1,3,1
1588,1588,1,3,1
1589,1589,3,2,1
1590,1590,2,2,0
1591,1591,3,2,1
1592,1592,1,1,0
1593,1593,3,1,1
1594,1594,2,1,1
1595,1595,2,3,1
1596,1596,3,3,0
1597,1597,2,3,1
1598,1598,3,1,1
1599,1599,1,2,1
1600,1600,1,1,0
1601,1601,1,3,1
1602,1602,1,1,0
1603,1603,3,2,1
1604,1604,2,1,1
1605,1605,1,2,1
1606,1606,3,1,1
1607,1607,3,2,1
1608,1608,3,1,1
1609,1609,3,1,1
1610,1610,2,3,1
1611,1611,3,2,1
1612,1612,3,2,1
1613,1613,3,3,0
1614,1614,3,3,0
1615,1615,2,3,1
1616,1616,2,2,0
1617,1617,3,2,1
1618,1618,2,2,0
1619,1619,1,1,0
1620,1620,3,3,0
1621,1621,2,3,1
1622,1622,3,2,1
1623,1623,2,2,0
1624,1624,1,3,1
1625,1625,3,2,1
1626,1626,2,3,1
1627,1627,1,3,1
1628,1628,2,1,1
1629,1629,2,1,1
1630,1630,2,2,0
1631,1631,3,3,0
1632,1632,2,3,1
1633,1633,1,2,1
1634,1634,2,3,1
1635,1635,2,2,0
1636,1636,3,1,1
1637,1637,1,3,1
1638,1638,3,2,1
1639,1639,3,1,1
1640,1640,1,2,1
1641,1641,1,3,1
1642,1642,1,2,1
1643,1643,1,1,0
1644,1644,2,1,1
1645,1645,3,3,0
1646,1646,3,2,1
1647,1647,3,1,1
1648,1648,3,1,1
1649,1649,2,2,0
1650,1650,1,1,0
1651,1651,3,2,1
1652,1652,2,1,1
1653,1653,3,3,0
1654,1654,3,2,1
1655,1655,1,3,1
1656,1656,2,1,1
1657,1657,2,3,1
1658,1658,2,3,1
1659,1659,1,1,0
1660,1660,3,1,1
1661,1661,1,3,1
1662,1662,3,2,1
1663,1663,3,1,1
1664,1664,2,1,1
1665,1665,2,2,0
1666,1666,2,2,0
1667,1667,3,1,1
1668,1668,3,2,1
1669,1669,1,2,1
1670,1670,2,2,0
1671,1671,1,1,0
1672,1672,3,3,0
1673,1673,1,2,1
1674,1674,3,2,1
1675,1675,2,2,0
1676,1676,3,1,1
1677,1677,3,1,1
1678,1678,2,1,1
1679,1679,3,1,1
1680,1680,2,2,0
1681,1681,1,2,1
1682,1682,1,3,1
1683,1683,2,1,1
1684,1684,2,1,1
1685,1685,3,1,1
1686,1686,2,2,0
1687,1687,3,2,1
1688,1688,3,3,0
1689,1689,3,1,1
1690,1690,1,3,1
1691,1691,1,2,1
1692,1692,2,2,0
1693,1693,2,3,1
1694,1694,2,1,1
1695,1695,3,1,1
1696,1696,3,3,0
1697,1697,2,2,0
1698,1698,2,2,0
1699,1699,3,1,1
1700,1700,2,1,1
1701,1701,2,3,1
1702,1702,2,2,0
1703,1703,3,3,0
1704,1704,1,3,1
1705,1705,1,3,1
1706,1706,1,1,0
1707,1707,3,3,0
1708,1708,1,1,0
1709,1709,2,1,1
1710,1710,3,3,0
1711,1711,2,3,1
1712,1712,2,1,1
1713,1713,2,1,1
1714,1714,2,2,0
1715,1715,3,1,1
1716,1716,3,2,1
1717,1717,2,3,1
1718,1718,2,1,1
1719,1719,2,1,1
1720,1720,2,2,0
1721,1721,1,3,1
1722,1722,2,2,0
1723,1723,2,3,1
1724,1724,1,2,1
1725,1725,1,1,0
1726,1726,2,3,1
1727,1727,1,1,0
1728,1728,1,3,1
1729,1729,3,1,1
1730,1730,1,2,1
1731,1731,1,3,1
1732,1732,1,1,0
1733,1733,2,1,1
1734,1734,1,3,1
1735,1735,1,3,1
1736,1736,1,3,1
1737,1737,3,1,1
1738,1738,1,2,1
1739,1739,3,1,1
1740,1740,1,3,1
1741,1741,3,1,1
1742,1742,3,1,1
1743,1743,3,2,1
1744,1744,1,3,1
1745,1745,2,3,1
1746,1746,3,2,1
1747,1747,1,3,1
1748,1748,1,2,1
1749,1749,2,3,1
1750,1750,1,1,0
1751,1751,3,2,1
1752,1752,2,1,1
1753,1753,3,3,0
1754,1754,3,3,0
1755,1755,2,2,0
1756,1756,1,2,1
1757,1757,3,2,1
1758,1758,2,2,0
1759,1759,3,3,0
1760,1760,1,1,0
1761,1761,2,1,1
1762,1762,1,3,1
1763,1763,3,2,1
1764,1764,2,2,0
1765,1765,1,2,1
1766,1766,1,1,0
1767,1767,1,3,1
1768,1768,1,3,1
1769,1769,1,1,0
1770,1770,1,3,1
1771,1771,1,2,1
1772,1772,2,3,1
1773,1773,2,1,1
1774,1774,3,1,1
1775,1775,2,2,0
1776,1776,1,1,0
1777,1777,2,1,1
1778,1778,3,3,0
1779,1779,3,2,1
1780,1780,1,3,1
1781,1781,1,1,0
1782,1782,3,3,0
1783,1783,3,1,1
1784,1784,2,1,1
1785,1785,1,3,1
1786,1786,1,2,1
1787,1787,2,1,1
1788,1788,2,2,0
1789,1789,1,1,0
1790,1790,1,1,0
1791,1791,3,1,1
1792,1792,3,3,0
1793,1793,3,2,1
1794,1794,1,3,1
1795,1795,3,2,1
1796,1796,3,2,1
1797,1797,1,2,1
1798,1798,2,2,0
1799,1799,1,3,1
1800,1800,2,3,1
1801,1801,2,2,0
1802,1802,2,3,1
1803,1803,1,2,1
1804,1804,1,1,0
1805,1805,1,3,1
1806,1806,2,1,1
1807,1807,2,1,1
1808,1808,2,1,1
1809,1809,1,1,0
1810,1810,3,2,1
1811,1811,1,1,0
1812,1812,1,2,1
1813,1813,1,1,0
1814,1814,2,2,0
1815,1815,1,1,0
1816,1816,2,3,1
1817,1817,2,2,0
1818,1818,1,3,1
1819,1819,3,2,1
1820,1820,2,3,1
1821,1821,3,3,0
1822,1822,3,3,0
1823,1823,1,2,1
1824,1824,2,1,1
1825,1825,3,3,0
1826,1826,1,3,1
1827,1827,2,3,1
1828,1828,1,3,1
1829,1829,3,3,0
1830,1830,1,2,1
1831,1831,3,3,0
1832,1832,1,2,1
1833,1833,3,3,0
1834,1834,1,3,1
1835,1835,2,2,0
1836,1836,1,3,1
1837,1837,1,2,1
1838,1838,2,2,0
1839,1839,2,1,1
1840,1840,3,2,1
1841,1841,2,1,1
1842,1842,3,1,1
1843,1843,1,1,0
1844,1844,1,1,0
1845,1845,3,1,1
1846,1846,2,1,1
1847,1847,2,1,1
1848,1848,1,3,1
1849,1849,3,1,1
1850,1850,2,2,0
1851,1851,2,1,1
1852,1852,2,1,1
1853,1853,2,2,0
1854,1854,3,2,1
1855,1855,2,1,1
1856,1856,3,2,1
1857,1857,2,3,1
1858,1858,1,2,1
1859,1859,3,3,0
1860,1860,3,2,1
1861,1861,3,3,0
1862,1862,1,1,0
1863,1863,3,1,1
1864,1864,3,2,1
1865,1865,1,2,1
1866,1866,1,3,1
1867,1867,2,2,0
1868,1868,3,2,1
1869,1869,2,2,0
1870,1870,1,2,1
1871,1871,1,3,1
1872,1872,2,3,1
1873,1873,1,1,0
1874,1874,1,2,1
1875,1875,2,2,0
1876,1876,2,2,0
1877,1877,1,3,1
1878,1878,3,2,1
1879,1879,3,2,1
1880,1880,1,2,1
1881,1881,1,1,0
1882,1882,1,3,1
1883,1883,3,1,1
1884,1884,1,1,0
1885,1885,2,3,1
1886,1886,1,3,1
1887,1887,2,3,1
1888,1888,2,2,0
1889,1889,2,3,1
1890,1890,1,3,1
1891,1891,1,2,1
1892,1892,3,2,1
1893,1893,3,2,1
1894,1894,2,1,1
1895,1895,3,2,1
1896,1896,1,2,1
1897,1897,1,2,1
1898,1898,2,2,0
1899,1899,3,3,0
1900,1900,3,1,1
1901,1901,3,3,0
1902,1902,2,2,0
1903,1903,3,1,1
1904,1904,1,2,1
1905,1905,2,3,1
1906,1906,2,1,1
1907,1907,3,3,0
1908,1908,3,3,0
1909,1909,2,2,0
1910,1910,1,2,1
1911,1911,2,2,0
1912,1912,3,2,1
1913,1913,1,2,1
1914,1914,2,3,1
1915,1915,2,3,1
1916,1916,3,2,1
1917,1917,2,1,1
1918,1918,3,1,1
1919,1919,1,1,0
1920,1920,2,1,1
1921,1921,2,2,0
1922,1922,2,2,0
1923,1923,1,3,1
1924,1924,3,2,1
1925,1925,1,2,1
1926,1926,1,3,1
1927,1927,2,1,1
1928,1928,1,2,1
1929,1929,3,2,1
1930,1930,2,3,1
1931,1931,1,2,1
1932,1932,2,1,1
1933,1933,3,2,1
1934,1934,3,2,1
1935,1935,2,3,1
1936,1936,1,2,1
1937,1937,1,1,0
1938,1938,3,3,0
1939,1939,1,3,1
1940,1940,2,2,0
1941,1941,3,3,0
1942,1942,3,2,1
1943,1943,1,3,1
1944,1944,1,3,1
1945,1945,3,3,0
1946,1946,2,3,1
1947,1947,1,2,1
1948,1948,3,1,1
1949,1949,1,2,1
1950,1950,1,1,0
1951,1951,3,2,1
1952,1952,1,2,1
1953,1953,1,1,0
1954,1954,3,1,1
1955,1955,3,1,1
1956,1956,1,2,1
1957,1957,3,3,0
1958,1958,2,3,1
1959,1959,3,1,1
1960,1960,1,1,0
1961,1961,1,3,1
1962,1962,3,1,1
1963,1963,1,1,0
1964,1964,3,1,1
1965,1965,1,2,1
1966,1966,1,3,1
1967,1967,1,2,1
1968,1968,1,2,1
1969,1969,3,1,1
1970,1970,1,1,0
1971,1971,3,2,1
1972,1972,3,1,1
1973,1973,2,1,1
1974,1974,3,1,1
1975,1975,2,1,1
1976,1976,2,2,0
1977,1977,3,1,1
1978,1978,3,3,0
1979,1979,3,2,1
1980,1980,2,3,1
1981,1981,2,3,1
1982,1982,1,1,0
1983,1983,1,3,1
1984,1984,1,1,0
1985,1985,1,1,0
1986,1986,1,2,1
1987,1987,2,2,0
1988,1988,3,2,1
1989,1989,2,1,1
1990,1990,3,1,1
1991,1991,1,3,1
1992,1992,1,1,0
1993,1993,2,2,0
1994,1994,1,2,1
1995,1995,2,2,0
1996,1996,3,3,0
1997,1997,3,1,1
1998,1998,2,2,0
1999,1999,1,2,1
2000,2000,3,1,1
2001,2001,3,2,1
2002,2002,1,1,0
2003,2003,3,1,1
2004,2004,1,1,0
2005,2005,3,3,0
2006,2006,2,3,1
2007,2007,2,3,1
2008,2008,3,2,1
2009,2009,1,2,1
2010,2010,2,1,1
2011,2011,1,3,1
2012,2012,1,2,1
2013,2013,3,3,0
2014,2014,1,2,1
2015,2015,3,1,1
2016,2016,3,1,1
2017,2017,3,1,1
2018,2018,1,3,1
2019,2019,2,3,1
2020,2020,1,1,0
2021,2021,1,2,1
2022,2022,2,3,1
2023,2023,3,2,1
2024,2024,2,2,0
2025,2025,2,1,1
2026,2026,3,2,1
2027,2027,3,1,1
2028,2028,2,1,1
2029,2029,3,2,1
2030,2030,2,2,0
2031,2031,2,1,1
2032,2032,1,1,0
2033,2033,2,2,0
2034,2034,2,2,0
2035,2035,1,2,1
2036,2036,3,1,1
2037,2037,3,2,1
2038,2038,3,3,0
2039,2039,3,2,1
2040,2040,3,3,0
2041,2041,3,1,1
2042,2042,3,3,0
2043,2043,2,1,1
2044,2044,3,2,1
2045,2045,2,1,1
2046,2046,1,1,0
2047,2047,1,1,0
2048,2048,2,3,1
2049,2049,1,2,1
2050,2050,1,2,1
2051,2051,3,1,1
2052,2052,3,3,0
2053,2053,1,1,0
2054,2054,3,2,1
2055,2055,3,1,1
2056,2056,1,3,1
2057,2057,3,2,1
2058,2058,1,1,0
2059,2059,1,2,1
2060,2060,1,2,1
2061,2061,2,3,1
2062,2062,3,2,1
2063,2063,1,2,1
2064,2064,3,2,1
2065,2065,2,1,1
2066,2066,2,2,0
2067,2067,1,3,1
2068,2068,3,3,0
2069,2069,3,3,0
2070,2070,1,3,1
2071,2071,2,3,1
2072,2072,3,1,1
2073,2073,3,1,1
2074,2074,2,3,1
2075,2075,3,3,0
2076,2076,1,3,1
2077,2077,1,3,1
2078,2078,2,2,0
2079,2079,2,3,1
2080,2080,2,2,0
2081,2081,2,2,0
2082,2082,1,3,1
2083,2083,3,2,1
2084,2084,1,3,1
2085,2085,3,3,0
2086,2086,1,3,1
2087,2087,3,1,1
2088,2088,1,2,1
2089,2089,1,2,1
2090,2090,1,3,1
2091,2091,2,2,0
2092,2092,1,3,1
2093,2093,3,2,1
2094,2094,1,1,0
2095,2095,2,2,0
2096,2096,1,2,1
2097,2097,1,1,0
2098,2098,1,2,1
2099,2099,3,3,0
2100,2100,2,2,0
2101,2101,1,2,1
2102,2102,2,2,0
2103,2103,1,1,0
2104,2104,3,3,0
2105,2105,2,1,1
2106,2106,1,1,0
2107,2107,3,1,1
2108,2108,3,2,1
2109,2109,3,2,1
2110,2110,3,1,1
2111,2111,2,2,0
2112,2112,2,2,0
2113,2113,3,2,1
2114,2114,2,3,1
2115,2115,3,1,1
2116,2116,3,1,1
2117,2117,1,1,0
2118,2118,3,2,1
2119,2119,1,2,1
2120,2120,1,3,1
2121,2121,3,1,1
2122,2122,1,2,1
2123,2123,2,2,0
2124,2124,2,1,1
2125,2125,3,1,1
2126,2126,2,1,1
2127,2127,1,1,0
2128,2128,3,1,1
2129,2129,2,2,0
2130,2130,3,2,1
2131,2131,2,3,1
2132,2132,2,1,1
2133,2133,1,1,0
2134,2134,3,3,0
2135,2135,2,2,0
2136,2136,2,1,1
2137,2137,3,2,1
2138,2138,1,2,1
2139,2139,1,2,1
2140,2140,1,2,1
2141,2141,3,1,1
2142,2142,2,1,1
2143,2143,2,1,1
2144,2144,2,3,1
2145,2145,1,1,0
2146,2146,2,2,0
2147,2147,3,2,1
2148,2148,1,1,0
2149,2149,3,2,1
2150,2150,3,1,1
2151,2151,3,1,1
2152,2152,2,3,1
2153,2153,1,3,1
2154,2154,1,1,0
2155,2155,3,1,1
2156,2156,2,1,1
2157,2157,2,3,1
2158,2158,2,3,1
2159,2159,1,1,0
2160,2160,3,1,1
2161,2161,1,3,1
2162,2162,3,3,0
2163,2163,3,1,1
2164,2164,3,1,1
2165,2165,3,3,0
2166,2166,2,1,1
2167,2167,3,1,1
2168,2168,2,3,1
2169,2169,2,1,1
2170,2170,2,2,0
2171,2171,2,2,0
2172,2172,2,3,1
2173,2173,3,2,1
2174,2174,3,2,1
2175,2175,3,3,0
2176,2176,1,1,0
2177,2177,2,1,1
2178,2178,2,2,0
2179,2179,3,2,1
2180,2180,1,1,0
2181,2181,1,1,0
2182,2182,2,2,0
2183,2183,3,2,1
2184,2184,3,1,1
2185,2185,3,2,1
2186,2186,3,3,0
2187,2187,1,1,0
2188,2188,2,3,1
2189,2189,2,2,0
2190,2190,2,1,1
2191,2191,2,3,1
2192,2192,1,3,1
2193,2193,1,3,1
2194,2194,2,3,1
2195,2195,2,1,1
2196,2196,3,2,1
2197,2197,2,1,1
2198,2198,2,3,1
2199,2199,2,1,1
2200,2200,3,3,0
2201,2201,1,3,1
2202,2202,2,2,0
2203,2203,1,3,1
2204,2204,1,3,1
2205,2205,1,3,1
2206,2206,1,2,1
2207,2207,2,2,0
2208,2208,3,2,1
2209,2209,3,1,1
2210,2210,1,1,0
2211,2211,2,1,1
2212,2212,2,2,0
2213,2213,3,2,1
2214,2214,2,1,1
2215,2215,1,3,1
2216,2216,1,3,1
2217,2217,2,1,1
2218,2218,2,3,1
2219,2219,2,1,1
2220,2220,1,1,0
2221,2221,3,1,1
2222,2222,2,2,0
2223,2223,3,2,1
2224,2224,3,3,0
2225,2225,2,3,1
2226,2226,2,3,1
2227,2227,3,2,1
2228,2228,2,2,0
2229,2229,3,3,0
2230,2230,2,1,1
2231,2231,2,3,1
2232,2232,1,1,0
2233,2233,3,1,1
2234,2234,2,1,1
2235,2235,3,1,1
2236,2236,2,2,0
2237,2237,2,2,0
2238,2238,3,1,1
2239,2239,2,3,1
2240,2240,1,1,0
2241,2241,3,2,1
2242,2242,3,1,1
2243,2243,3,2,1
2244,2244,1,3,1
2245,2245,2,2,0
2246,2246,1,3,1
2247,2247,1,3,1
2248,2248,3,2,1
2249,2249,3,1,1
2250,2250,2,2,0
2251,2251,3,2,1
2252,2252,2,3,1
2253,2253,3,3,0
2254,2254,1,2,1
2255,2255,2,3,1
2256,2256,1,3,1
2257,2257,1,1,0
2258,2258,3,1,1
2259,2259,2,3,1
2260,2260,2,2,0
2261,2261,2,1,1
2262,2262,3,1,1
2263,2263,3,2,1
2264,2264,1,3,1
2265,2265,2,2,0
2266,2266,2,1,1
2267,2267,2,1,1
2268,2268,3,1,1
2269,2269,1,3,1
2270,2270,2,2,0
2271,2271,1,2,1
2272,2272,2,2,0
2273,2273,2,1,1
2274,2274,3,3,0
2275,2275,3,3,0
2276,2276,3,1,1
2277,2277,3,1,1
2278,2278,2,1,1
2279,2279,2,2,0
2280,2280,1,3,1
2281,2281,1,2,1
2282,2282,1,3,1
2283,2283,1,3,1
2284,2284,3,3,0
2285,2285,3,3,0
2286,2286,2,1,1
2287,2287,1,1,0
2288,2288,2,3,1
2289,2289,1,1,0
2290,2290,1,1,0
2291,2291,3,2,1
2292,2292,1,3,1
2293,2293,1,2,1
2294,2294,2,1,1
2295,2295,2,2,0
2296,2296,3,1,1
2297,2297,2,3,1
2298,2298,3,3,0
2299,2299,2,1,1
2300,2300,1,3,1
2301,2301,1,1,0
2302,2302,2,3,1
2303,2303,2,1,1
2304,2304,1,2,1
2305,2305,2,1,1
2306,2306,3,1,1
2307,2307,1,3,1
2308,2308,2,2,0
2309,2309,3,3,0
2310,2310,3,3,0
2311,2311,2,3,1
2312,2312,3,2,1
2313,2313,2,1,1
2314,2314,2,3,1
2315,2315,1,2,1
2316,2316,3,2,1
2317,2317,2,1,1
2318,2318,1,2,1
2319,2319,3,3,0
2320,2320,2,1,1
2321,2321,2,2,0
2322,2322,3,3,0
2323,2323,2,1,1
2324,2324,1,3,1
2325,2325,3,2,1
2326,2326,2,1,1
2327,2327,1,1,0
2328,2328,1,1,0
2329,2329,2,3,1
2330,2330,1,3,1
2331,2331,1,3,1
2332,2332,3,3,0
2333,2333,1,2,1
2334,2334,3,3,0
2335,2335,1,2,1
2336,2336,2,1,1
2337,2337,2,1,1
2338,2338,2,3,1
2339,2339,2,3,1
2340,2340,1,1,0
2341,2341,2,3,1
2342,2342,3,3,0
2343,2343,2,1,1
2344,2344,2,3,1
2345,2345,3,3,0
2346,2346,1,2,1
2347,2347,1,3,1
2348,2348,2,3,1
2349,2349,2,3,1
2350,2350,1,3,1
2351,2351,3,2,1
2352,2352,2,3,1
2353,2353,1,2,1
2354,2354,3,2,1
2355,2355,1,3,1
2356,2356,1,1,0
2357,2357,1,1,0
2358,2358,3,1,1
2359,2359,1,1,0
2360,2360,1,1,0
2361,2361,1,1,0
2362,2362,1,1,0
2363,2363,3,3,0
2364,2364,2,2,0
2365,2365,2,1,1
2366,2366,1,3,1
2367,2367,3,2,1
2368,2368,2,1,1
2369,2369,3,3,0
2370,2370,2,1,1
2371,2371,1,1,0
2372,2372,2,3,1
2373,2373,1,3,1
2374,2374,2,1,1
2375,2375,2,2,0
2376,2376,1,1,0
2377,2377,1,1,0
2378,2378,1,2,1
2379,2379,3,1,1
2380,2380,2,2,0
2381,2381,3,1,1
2382,2382,1,3,1
2383,2383,2,1,1
2384,2384,1,1,0
2385,2385,2,1,1
2386,2386,3,3,0
2387,2387,1,2,1
2388,2388,3,3,0
2389,2389,3,3,0
2390,2390,1,1,0
2391,2391,3,3,0
2392,2392,2,2,0
2393,2393,2,3,1
2394,2394,3,1,1
2395,2395,2,2,0
2396,2396,3,1,1
2397,2397,2,3,1
2398,2398,3,2,1
2399,2399,3,1,1
2400,2400,2,2,0
2401,2401,3,2,1
2402,2402,2,3,1
2403,2403,2,1,1
2404,2404,1,1,0
2405,2405,1,3,1
2406,2406,3,2,1
2407,2407,3,1,1
2408,2408,2,3,1
2409,2409,3,2,1
2410,2410,3,2,1
2411,2411,2,2,0
2412,2412,2,1,1
2413,2413,2,1,1
2414,2414,1,2,1
2415,2415,2,1,1
2416,2416,1,2,1
2417,2417,3,1,1
2418,2418,1,1,0
2419,2419,3,2,1
2420,2420,3,2,1
2421,2421,1,3,1
2422,2422,3,2,1
2423,2423,1,3,1
2424,2424,1,3,1
2425,2425,1,3,1
2426,2426,1,3,1
2427,2427,3,1,1
2428,2428,2,3,1
2429,2429,2,3,1
2430,2430,1,2,1
2431,2431,2,2,0
2432,2432,3,1,1
2433,2433,1,1,0
2434,2434,1,1,0
2435,2435,1,2,1
2436,2436,2,3,1
2437,2437,3,1,1
2438,2438,3,2,1
2439,2439,2,1,1
2440,2440,3,1,1
2441,2441,3,1,1
2442,2442,1,1,0
2443,2443,2,2,0
2444,2444,3,1,1
2445,2445,2,3,1
2446,2446,3,1,1
2447,2447,2,3,1
2448,2448,2,1,1
2449,2449,3,3,0
2450,2450,1,1,0
2451,2451,1,2,1
2452,2452,1,2,1
2453,2453,1,1,0
2454,2454,3,1,1
2455,2455,1,1,0
2456,2456,1,1,0
2457,2457,3,2,1
2458,2458,3,3,0
2459,2459,1,1,0
2460,2460,2,3,1
2461,2461,2,3,1
2462,2462,1,1,0
2463,2463,2,1,1
2464,2464,2,3,1
2465,2465,3,3,0
2466,2466,3,3,0
2467,2467,3,1,1
2468,2468,1,1,0
2469,2469,3,2,1
2470,2470,3,3,0
2471,2471,2,2,0
2472,2472,2,1,1
2473,2473,1,1,0
2474,2474,1,1,0
2475,2475,1,3,1
2476,2476,1,1,0
2477,2477,3,1,1
2478,2478,1,3,1
2479,2479,2,1,1
2480,2480,1,3,1
2481,2481,2,1,1
2482,2482,1,1,0
2483,2483,3,1,1
2484,2484,1,3,1
2485,2485,1,3,1
2486,2486,2,3,1
2487,2487,2,2,0
2488,2488,3,3,0
2489,2489,2,1,1
2490,2490,2,1,1
2491,2491,1,3,1
2492,2492,3,2,1
2493,2493,2,2,0
2494,2494,1,2,1
